model,variant,color,fuel_type,transmission,price,manufacture_date,sale_date,state,mileage,engine_capacity,battery_capacity,charging_time,seating_capacity,ground_clearance,boot_space
Tesla Model 3,Plaid,Stealth Grey,Electric,Automatic,50330.93,2025-05-31,2025-07-03,California,323.7,0,65.3,7.9,5,145.4,469
Tesla Model 3,Standard Range,Red Multi-Coat,Electric,Automatic,51345.68,2026-01-14,2026-04-09,Florida,304.8,0,63.8,11.2,5,148.0,435
Tesla Roadster,Long Range,Solid Black,Electric,Automatic,217720.75,2025-05-02,2025-06-20,Illinois,444.6,0,66.8,7.8,5,169.3,619
Tesla Model Y,Long Range,Red Multi-Coat,Electric,Automatic,61682.28,2024-04-25,2024-05-03,Connecticut,295.6,0,68.4,3.0,7,166.2,708
Tesla Roadster,Performance,Ultra Red,Electric,Automatic,217500.12,2025-06-16,2025-06-26,New York,419.7,0,82.3,12.0,5,150.2,527
Tesla Model X,Plaid,Deep Blue Metallic,Electric,Automatic,111991.36,2024-08-09,2024-10-19,Nevada,342.9,0,60.3,11.9,7,153.1,638
Tesla Model 3,Performance,Pearl White,Electric,Automatic,53211.36,2025-11-14,2026-01-10,Texas,314.3,0,67.5,3.6,5,166.1,500
Tesla Roadster,Plaid,Stealth Grey,Electric,Automatic,225670.89,2025-01-07,2025-01-17,Texas,498.9,0,96.8,5.9,5,154.8,646
Tesla Model 3,Performance,Stealth Grey,Electric,Automatic,46906.94,2025-12-27,2025-12-29,Texas,271.2,0,75.6,11.8,5,163.5,648
Tesla Roadster,Standard Range,Pearl White,Electric,Automatic,207398.96,2026-01-29,2026-03-24,Colorado,613.6,0,98.9,11.2,5,159.0,606
Tesla Model X,Long Range,Solid Black,Electric,Automatic,130054.05,2025-10-05,2025-10-16,Virginia,337.4,0,92.5,6.3,7,169.2,836
Tesla Model 3,Plaid,Midnight Silver Metallic,Electric,Automatic,52569.95,2024-08-03,2024-08-07,Florida,280.2,0,88.1,8.6,5,159.6,595
Tesla Cybertruck,Standard Range,Pearl White,Electric,Automatic,62234.42,2024-09-24,2024-10-09,Illinois,362.5,0,91.4,6.4,5,157.3,445
Tesla Model 3,Plaid,Red Multi-Coat,Electric,Automatic,51801.44,2025-06-17,2025-09-10,Texas,323.9,0,68.3,2.6,5,168.8,481
Tesla Model 3,Plaid,Red Multi-Coat,Electric,Automatic,41022.98,2024-08-19,2024-09-19,Texas,268.3,0,68.4,4.9,5,150.7,457
Tesla Cybertruck,Plaid,Midnight Silver Metallic,Electric,Automatic,55180.02,2024-10-23,2024-12-17,Florida,284.9,0,63.8,2.7,5,166.0,449
Tesla Model Y,Standard Range,Red Multi-Coat,Electric,Automatic,62566.27,2024-07-19,2024-08-05,California,307.0,0,81.5,5.9,7,155.8,659
Tesla Model X,Long Range,Midnight Silver Metallic,Electric,Automatic,95160.71,2024-06-12,2024-08-03,Texas,321.1,0,69.4,4.8,7,166.1,687
Tesla Model S,Standard Range,Midnight Silver Metallic,Electric,Automatic,80226.98,2024-11-09,2025-02-04,Virginia,372.1,0,92.1,6.6,5,166.9,479
Tesla Model Y,Plaid,Solid Black,Electric,Automatic,53046.11,2024-08-04,2024-08-06,Colorado,316.8,0,80.3,3.1,7,166.8,801
Tesla Model S,Standard Range,Deep Blue Metallic,Electric,Automatic,89510.27,2025-12-13,2026-02-03,Florida,382.6,0,77.9,10.6,5,161.0,579
Tesla Roadster,Standard Range,Pearl White,Electric,Automatic,232070.09,2025-12-27,2026-02-17,Massachusetts,465.5,0,69.0,3.8,5,153.3,564
Tesla Model 3,Performance,Midnight Silver Metallic,Electric,Automatic,53228.29,2024-10-29,2025-01-13,Virginia,321.6,0,89.3,5.9,5,157.0,638
Tesla Model 3,Long Range,Red Multi-Coat,Electric,Automatic,46596.65,2024-06-06,2024-06-17,Illinois,272.5,0,99.0,1.0,5,162.1,536
Tesla Cybertruck,Performance,Midnight Silver Metallic,Electric,Automatic,75331.15,2025-01-30,2025-03-24,Arizona,418.8,0,98.9,10.0,5,168.7,495
Tesla Model Y,Plaid,Ultra Red,Electric,Automatic,46845.04,2024-10-27,2024-11-28,Virginia,317.5,0,94.8,3.2,7,142.0,687
Tesla Roadster,Performance,Stealth Grey,Electric,Automatic,201202.58,2026-03-21,2026-04-18,Illinois,603.8,0,81.1,5.2,5,142.2,427
Tesla Model 3,Standard Range,Stealth Grey,Electric,Automatic,51127.47,2024-05-05,2024-07-28,Oregon,290.6,0,99.7,11.4,5,169.0,559
Tesla Cybertruck,Performance,Solid Black,Electric,Automatic,67916.2,2024-09-05,2024-11-25,New Jersey,470.3,0,65.4,1.1,5,146.3,496
Tesla Cybertruck,Plaid,Ultra Red,Electric,Automatic,52980.7,2024-08-10,2024-09-30,Connecticut,413.2,0,93.4,4.9,5,154.3,592
Tesla Cybertruck,Standard Range,Deep Blue Metallic,Electric,Automatic,51223.31,2025-01-06,2025-02-07,Florida,430.4,0,99.5,0.6,5,168.9,620
Tesla Roadster,Performance,Stealth Grey,Electric,Automatic,220335.38,2026-03-23,2026-06-02,Oregon,581.4,0,73.4,4.7,5,145.6,505
Tesla Model X,Standard Range,Solid Black,Electric,Automatic,85489.95,2025-04-11,2025-05-01,Florida,324.2,0,85.0,3.1,7,169.9,802
Tesla Cybertruck,Plaid,Ultra Red,Electric,Automatic,59622.74,2026-01-09,2026-01-20,Arizona,334.6,0,76.5,4.2,5,154.9,647
Tesla Cybertruck,Long Range,Midnight Silver Metallic,Electric,Automatic,74453.93,2024-11-03,2024-11-30,Colorado,411.1,0,65.5,8.1,5,141.3,601
Tesla Cybertruck,Long Range,Solid Black,Electric,Automatic,78607.32,2026-02-01,2026-03-07,Florida,256.6,0,88.9,2.9,5,140.7,486
Tesla Roadster,Performance,Red Multi-Coat,Electric,Automatic,213855.26,2024-04-14,2024-06-13,Colorado,542.1,0,61.0,4.5,5,168.3,629
Tesla Model S,Standard Range,Stealth Grey,Electric,Automatic,101458.53,2024-10-05,2024-12-13,Massachusetts,364.5,0,61.0,10.0,5,151.1,594
Tesla Model X,Plaid,Deep Blue Metallic,Electric,Automatic,103121.6,2025-07-31,2025-09-19,Oregon,338.1,0,74.9,3.0,7,144.1,721
Tesla Roadster,Performance,Ultra Red,Electric,Automatic,221721.64,2024-05-27,2024-07-21,Oregon,454.9,0,76.4,9.1,5,161.1,545
Tesla Model X,Performance,Stealth Grey,Electric,Automatic,91556.54,2025-05-25,2025-07-16,Colorado,326.6,0,77.8,8.1,7,152.5,654
Tesla Model S,Standard Range,Ultra Red,Electric,Automatic,109345.04,2024-11-28,2024-12-19,New York,396.9,0,68.2,4.2,5,154.1,565
Tesla Model Y,Plaid,Solid Black,Electric,Automatic,57713.58,2025-09-08,2025-10-27,Illinois,328.6,0,61.5,7.3,7,145.8,656
Tesla Model S,Long Range,Pearl White,Electric,Automatic,92197.13,2024-06-15,2024-08-22,Arizona,342.2,0,76.8,9.4,5,153.6,469
Tesla Cybertruck,Performance,Solid Black,Electric,Automatic,78249.35,2024-09-04,2024-10-06,New Jersey,462.1,0,62.6,4.3,5,159.2,449
Tesla Model 3,Plaid,Deep Blue Metallic,Electric,Automatic,50632.09,2025-08-14,2025-08-28,Massachusetts,288.0,0,86.3,5.2,5,164.7,566
Tesla Model X,Performance,Pearl White,Electric,Automatic,93237.34,2024-08-17,2024-08-31,California,321.8,0,94.4,9.8,7,168.0,813
Tesla Cybertruck,Standard Range,Red Multi-Coat,Electric,Automatic,70232.11,2026-03-21,2026-05-18,Arizona,347.7,0,94.9,5.0,5,144.5,463
Tesla Model Y,Standard Range,Midnight Silver Metallic,Electric,Automatic,69922.94,2025-10-04,2025-10-23,Nevada,326.5,0,84.2,1.0,7,151.9,728
Tesla Roadster,Standard Range,Red Multi-Coat,Electric,Automatic,248720.57,2024-10-07,2024-11-03,Arizona,562.2,0,80.4,5.9,5,169.3,492
Tesla Model 3,Standard Range,Red Multi-Coat,Electric,Automatic,46734.08,2026-03-01,2026-03-21,Massachusetts,322.0,0,91.3,7.8,5,157.0,601
Tesla Model S,Standard Range,Red Multi-Coat,Electric,Automatic,124626.24,2025-05-10,2025-07-16,Florida,404.6,0,94.5,10.6,5,166.0,638
Tesla Cybertruck,Long Range,Pearl White,Electric,Automatic,78202.49,2024-06-03,2024-06-13,Virginia,478.8,0,66.3,9.5,5,159.4,646
Tesla Model 3,Plaid,Deep Blue Metallic,Electric,Automatic,41297.53,2025-11-12,2026-01-07,Arizona,310.8,0,69.5,8.4,5,155.2,439
Tesla Roadster,Plaid,Red Multi-Coat,Electric,Automatic,247205.33,2024-11-04,2024-11-07,Massachusetts,413.2,0,68.3,10.8,5,166.0,584
Tesla Cybertruck,Long Range,Deep Blue Metallic,Electric,Automatic,77227.77,2024-08-05,2024-10-01,Connecticut,329.6,0,78.0,5.2,5,147.9,504
Tesla Model S,Performance,Stealth Grey,Electric,Automatic,118482.84,2025-02-28,2025-03-02,Maryland,357.5,0,87.4,2.0,5,147.2,487
Tesla Model Y,Long Range,Deep Blue Metallic,Electric,Automatic,69796.88,2025-11-21,2026-02-09,Colorado,299.7,0,71.0,6.8,7,165.6,877
Tesla Model X,Long Range,Deep Blue Metallic,Electric,Automatic,118514.78,2025-01-25,2025-03-18,Texas,307.9,0,63.3,2.8,7,156.4,489
Tesla Model Y,Long Range,Stealth Grey,Electric,Automatic,66942.86,2025-10-14,2025-10-16,Maryland,307.7,0,78.8,10.1,7,144.1,603
Tesla Cybertruck,Standard Range,Pearl White,Electric,Automatic,64226.33,2024-10-18,2024-12-05,Illinois,457.6,0,74.7,10.9,5,148.1,566
Tesla Cybertruck,Long Range,Deep Blue Metallic,Electric,Automatic,65524.57,2026-03-23,2026-04-30,New York,252.1,0,72.8,10.9,5,154.8,526
Tesla Model Y,Plaid,Ultra Red,Electric,Automatic,58801.65,2024-08-16,2024-10-10,Oregon,309.9,0,60.4,1.6,7,140.7,642
Tesla Model Y,Long Range,Solid Black,Electric,Automatic,69137.39,2025-07-28,2025-09-01,California,325.9,0,78.3,1.8,7,167.0,584
Tesla Model S,Standard Range,Stealth Grey,Electric,Automatic,103118.51,2025-10-11,2025-10-30,Massachusetts,374.6,0,68.1,6.0,5,164.1,543
Tesla Model Y,Standard Range,Red Multi-Coat,Electric,Automatic,54862.01,2025-05-19,2025-07-04,Massachusetts,275.3,0,88.9,4.1,7,162.0,623
Tesla Model 3,Plaid,Stealth Grey,Electric,Automatic,40279.32,2024-12-01,2025-02-01,Arizona,317.3,0,70.7,4.8,5,141.2,524
Tesla Model Y,Plaid,Solid Black,Electric,Automatic,62592.97,2024-05-23,2024-07-15,Maryland,303.7,0,89.9,1.4,7,156.8,649
Tesla Roadster,Plaid,Deep Blue Metallic,Electric,Automatic,213008.03,2025-07-22,2025-08-01,Washington,557.5,0,91.4,8.6,5,158.7,610
Tesla Model 3,Long Range,Solid Black,Electric,Automatic,47036.23,2025-08-18,2025-10-10,New Jersey,284.2,0,73.8,5.5,5,146.9,464
Tesla Roadster,Standard Range,Stealth Grey,Electric,Automatic,208412.02,2024-12-11,2025-02-06,Florida,401.4,0,72.0,5.3,5,140.1,597
Tesla Model Y,Plaid,Stealth Grey,Electric,Automatic,67929.35,2024-11-08,2024-11-30,New Jersey,296.6,0,93.2,10.6,7,166.3,670
Tesla Model 3,Long Range,Red Multi-Coat,Electric,Automatic,53111.82,2024-11-19,2025-01-07,Virginia,322.5,0,63.3,11.4,5,153.2,435
Tesla Model 3,Plaid,Pearl White,Electric,Automatic,39008.05,2024-06-05,2024-08-16,New York,321.5,0,65.6,5.2,5,148.5,447
Tesla Model Y,Plaid,Red Multi-Coat,Electric,Automatic,61294.47,2026-03-03,2026-03-04,Colorado,305.8,0,87.8,5.9,7,144.9,442
Tesla Model S,Performance,Midnight Silver Metallic,Electric,Automatic,81886.57,2024-04-07,2024-06-11,Maryland,401.3,0,61.8,6.0,5,141.2,560
Tesla Model 3,Standard Range,Red Multi-Coat,Electric,Automatic,50699.58,2024-11-27,2025-02-22,Illinois,276.7,0,90.1,3.2,5,158.4,581
Tesla Model 3,Standard Range,Red Multi-Coat,Electric,Automatic,48752.86,2024-09-22,2024-11-27,Arizona,317.4,0,60.5,2.4,5,169.4,627
Tesla Cybertruck,Standard Range,Midnight Silver Metallic,Electric,Automatic,74540.67,2025-02-01,2025-04-17,Washington,430.5,0,98.8,10.2,5,161.9,565
Tesla Roadster,Performance,Stealth Grey,Electric,Automatic,205452.51,2025-03-02,2025-04-21,California,401.9,0,92.5,0.6,5,144.5,433
Tesla Model 3,Performance,Stealth Grey,Electric,Automatic,49950.97,2026-03-04,2026-03-12,Virginia,300.8,0,69.4,4.0,5,155.5,498
Tesla Roadster,Plaid,Midnight Silver Metallic,Electric,Automatic,243603.45,2024-03-28,2024-05-08,Maryland,400.7,0,81.6,5.4,5,146.0,571
Tesla Model X,Performance,Solid Black,Electric,Automatic,131732.27,2025-08-12,2025-09-15,New Jersey,316.7,0,77.5,9.3,7,156.3,698
Tesla Model 3,Standard Range,Pearl White,Electric,Automatic,51300.18,2025-06-11,2025-07-29,Oregon,313.5,0,98.7,5.1,5,161.6,536
Tesla Roadster,Long Range,Deep Blue Metallic,Electric,Automatic,209680.88,2025-02-08,2025-03-25,Arizona,496.8,0,75.3,2.9,5,164.3,505
Tesla Roadster,Plaid,Deep Blue Metallic,Electric,Automatic,232492.05,2024-11-14,2025-01-26,Virginia,520.1,0,99.1,2.0,5,150.1,455
Tesla Model S,Standard Range,Red Multi-Coat,Electric,Automatic,129009.44,2024-05-01,2024-05-25,Texas,365.0,0,64.1,4.4,5,162.2,608
Tesla Model 3,Standard Range,Stealth Grey,Electric,Automatic,40337.55,2025-04-16,2025-05-01,Nevada,273.2,0,65.9,7.7,5,163.2,559
Tesla Cybertruck,Long Range,Ultra Red,Electric,Automatic,53527.33,2025-09-03,2025-10-05,Illinois,447.3,0,65.3,2.1,5,141.5,632
Tesla Model S,Standard Range,Deep Blue Metallic,Electric,Automatic,75750.12,2025-08-22,2025-10-21,Massachusetts,328.2,0,90.7,11.4,5,147.0,480
Tesla Model Y,Performance,Midnight Silver Metallic,Electric,Automatic,65760.2,2025-01-21,2025-03-29,Virginia,286.8,0,82.6,10.5,7,140.8,614
Tesla Cybertruck,Performance,Red Multi-Coat,Electric,Automatic,51398.54,2025-06-26,2025-07-12,Oregon,273.8,0,66.0,1.5,5,160.7,497
Tesla Cybertruck,Standard Range,Deep Blue Metallic,Electric,Automatic,68924.71,2024-06-06,2024-07-22,Colorado,427.6,0,68.3,3.6,5,147.4,587
Tesla Cybertruck,Plaid,Red Multi-Coat,Electric,Automatic,77771.15,2025-07-01,2025-08-06,Texas,479.5,0,92.8,3.5,5,148.8,510
Tesla Roadster,Standard Range,Midnight Silver Metallic,Electric,Automatic,214758.07,2024-08-27,2024-09-10,Connecticut,435.4,0,60.9,3.5,5,162.1,530
Tesla Cybertruck,Standard Range,Deep Blue Metallic,Electric,Automatic,70949.91,2025-02-22,2025-05-13,New Jersey,355.7,0,72.2,9.9,5,156.0,627
Tesla Model X,Standard Range,Solid Black,Electric,Automatic,80253.64,2024-09-10,2024-11-23,New Jersey,314.3,0,99.1,1.3,7,156.7,804
Tesla Model 3,Long Range,Midnight Silver Metallic,Electric,Automatic,39191.65,2025-09-08,2025-11-16,Colorado,323.9,0,61.2,9.7,5,148.6,435
Tesla Roadster,Performance,Pearl White,Electric,Automatic,223749.0,2025-09-09,2025-10-31,California,568.7,0,96.1,7.9,5,160.4,444
Tesla Model 3,Performance,Ultra Red,Electric,Automatic,52050.15,2026-02-25,2026-03-20,California,282.7,0,62.1,3.0,5,159.1,639
Tesla Model 3,Long Range,Solid Black,Electric,Automatic,40423.41,2026-01-29,2026-03-19,New Jersey,319.3,0,94.9,9.3,5,152.6,449
Tesla Model Y,Plaid,Red Multi-Coat,Electric,Automatic,58831.32,2025-10-17,2026-01-15,Connecticut,312.5,0,60.8,8.3,7,161.5,541
Tesla Model S,Plaid,Solid Black,Electric,Automatic,122792.5,2025-08-27,2025-11-08,Connecticut,379.2,0,99.0,4.9,5,155.4,472
Tesla Model 3,Standard Range,Deep Blue Metallic,Electric,Automatic,48807.0,2026-02-07,2026-05-03,Nevada,328.0,0,74.0,11.9,5,161.4,539
Tesla Model 3,Long Range,Ultra Red,Electric,Automatic,42388.22,2025-06-18,2025-08-06,Massachusetts,271.4,0,65.3,1.8,5,151.5,484
Tesla Cybertruck,Performance,Pearl White,Electric,Automatic,71553.62,2026-03-09,2026-04-17,Massachusetts,273.3,0,67.8,8.9,5,168.3,631
Tesla Model Y,Plaid,Ultra Red,Electric,Automatic,59645.91,2025-04-21,2025-05-22,Connecticut,267.4,0,67.2,10.4,7,144.0,474
Tesla Model 3,Plaid,Midnight Silver Metallic,Electric,Automatic,40462.44,2026-02-15,2026-03-23,Washington,316.1,0,78.9,3.5,5,164.6,600
Tesla Roadster,Plaid,Ultra Red,Electric,Automatic,249575.59,2024-09-02,2024-10-03,Washington,498.1,0,96.7,8.7,5,142.0,565
Tesla Roadster,Performance,Midnight Silver Metallic,Electric,Automatic,230345.39,2024-09-08,2024-12-07,Connecticut,520.3,0,89.2,1.6,5,147.2,471
Tesla Model X,Plaid,Deep Blue Metallic,Electric,Automatic,129079.13,2025-08-27,2025-11-18,Maryland,305.2,0,60.2,8.1,7,160.3,885
Tesla Model 3,Standard Range,Red Multi-Coat,Electric,Automatic,44447.14,2025-10-14,2025-12-30,Texas,316.1,0,80.1,7.7,5,156.4,441
Tesla Roadster,Long Range,Stealth Grey,Electric,Automatic,213756.43,2025-03-28,2025-04-28,Texas,528.8,0,71.1,6.0,5,168.3,631
Tesla Roadster,Standard Range,Red Multi-Coat,Electric,Automatic,239549.32,2024-10-16,2024-11-24,Maryland,456.8,0,99.9,9.3,5,164.8,549
Tesla Model S,Performance,Ultra Red,Electric,Automatic,93786.55,2024-06-13,2024-07-11,Virginia,379.0,0,96.5,10.3,5,162.7,511
Tesla Model X,Performance,Deep Blue Metallic,Electric,Automatic,125396.34,2025-08-11,2025-09-08,Connecticut,317.6,0,91.2,10.0,7,140.8,752
Tesla Model S,Long Range,Midnight Silver Metallic,Electric,Automatic,80469.68,2025-09-14,2025-12-10,Massachusetts,396.5,0,79.0,2.0,5,161.9,430
Tesla Cybertruck,Long Range,Red Multi-Coat,Electric,Automatic,52123.04,2025-05-27,2025-06-27,Virginia,300.0,0,95.3,1.3,5,145.6,618
Tesla Model S,Standard Range,Pearl White,Electric,Automatic,128192.59,2025-02-03,2025-04-04,Maryland,379.9,0,84.5,9.6,5,160.3,493
Tesla Model 3,Long Range,Pearl White,Electric,Automatic,44534.02,2026-03-07,2026-06-03,Washington,320.9,0,87.2,5.5,5,145.5,460
Tesla Model Y,Standard Range,Ultra Red,Electric,Automatic,60346.59,2025-07-17,2025-07-19,Virginia,308.7,0,63.2,7.3,7,159.6,670
Tesla Model 3,Performance,Pearl White,Electric,Automatic,43074.0,2024-11-01,2024-11-27,Colorado,297.9,0,89.9,11.0,5,155.1,463
Tesla Roadster,Long Range,Solid Black,Electric,Automatic,202233.33,2024-05-16,2024-06-22,Washington,616.3,0,98.8,5.2,5,168.7,569
Tesla Model S,Long Range,Red Multi-Coat,Electric,Automatic,127348.38,2024-05-09,2024-06-06,Virginia,382.3,0,60.0,11.1,5,151.5,448
Tesla Model Y,Long Range,Red Multi-Coat,Electric,Automatic,55497.88,2025-05-11,2025-06-13,Illinois,297.3,0,83.6,10.4,7,151.8,631
Tesla Roadster,Performance,Deep Blue Metallic,Electric,Automatic,221305.46,2025-01-31,2025-03-20,New Jersey,606.0,0,96.8,8.3,5,144.7,444
Tesla Roadster,Standard Range,Solid Black,Electric,Automatic,200575.6,2024-05-07,2024-07-24,New York,500.2,0,62.0,9.9,5,140.8,567
Tesla Model Y,Performance,Ultra Red,Electric,Automatic,64141.3,2025-12-29,2026-03-05,New York,305.8,0,77.3,7.2,7,151.4,852
Tesla Model S,Plaid,Deep Blue Metallic,Electric,Automatic,98714.19,2024-07-08,2024-08-28,Virginia,389.5,0,78.8,2.4,5,142.8,644
Tesla Roadster,Long Range,Stealth Grey,Electric,Automatic,218111.97,2025-05-24,2025-05-30,New Jersey,599.2,0,85.1,9.9,5,152.5,638
Tesla Model S,Long Range,Stealth Grey,Electric,Automatic,87600.02,2025-06-26,2025-07-13,Oregon,321.9,0,80.7,3.7,5,160.2,470
Tesla Model S,Performance,Solid Black,Electric,Automatic,106654.58,2025-01-06,2025-04-06,Arizona,321.3,0,98.8,8.5,5,155.5,598
Tesla Cybertruck,Standard Range,Ultra Red,Electric,Automatic,79882.4,2024-08-31,2024-10-10,New Jersey,438.9,0,100.0,4.2,5,147.7,485
Tesla Model X,Performance,Midnight Silver Metallic,Electric,Automatic,114921.53,2024-12-13,2025-02-10,Washington,339.1,0,61.8,11.4,7,165.8,864
Tesla Model Y,Standard Range,Solid Black,Electric,Automatic,58153.7,2026-03-09,2026-04-10,Virginia,314.9,0,99.1,11.9,7,164.1,551
Tesla Model S,Performance,Ultra Red,Electric,Automatic,76703.52,2025-04-27,2025-06-10,Virginia,322.9,0,94.5,3.5,5,154.9,591
Tesla Model Y,Standard Range,Pearl White,Electric,Automatic,57507.08,2024-04-17,2024-05-23,Maryland,288.2,0,62.8,4.6,7,152.2,637
Tesla Model S,Standard Range,Red Multi-Coat,Electric,Automatic,89487.92,2024-10-11,2024-12-21,California,384.9,0,79.3,9.8,5,165.3,615
Tesla Cybertruck,Standard Range,Ultra Red,Electric,Automatic,78004.07,2025-12-15,2026-02-24,Oregon,385.2,0,67.8,2.3,5,161.7,595
Tesla Roadster,Plaid,Pearl White,Electric,Automatic,235317.02,2025-03-09,2025-03-24,Nevada,414.2,0,93.1,8.1,5,148.4,532
Tesla Cybertruck,Standard Range,Midnight Silver Metallic,Electric,Automatic,69810.34,2025-04-13,2025-06-28,Connecticut,292.4,0,78.5,7.5,5,163.8,502
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,56925.11,2025-06-12,2025-08-02,Colorado,277.9,0,88.5,3.6,7,160.3,479
Tesla Cybertruck,Long Range,Midnight Silver Metallic,Electric,Automatic,67730.12,2025-01-23,2025-03-10,Oregon,463.6,0,85.7,6.0,5,166.8,625
Tesla Cybertruck,Plaid,Ultra Red,Electric,Automatic,79088.66,2025-09-12,2025-11-05,Virginia,256.9,0,61.5,10.9,5,155.2,591
Tesla Model S,Performance,Red Multi-Coat,Electric,Automatic,98859.22,2024-06-20,2024-08-03,Connecticut,382.9,0,65.2,4.8,5,143.6,430
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,68321.51,2025-07-14,2025-07-19,Florida,280.2,0,89.9,8.0,7,140.2,634
Tesla Model X,Performance,Pearl White,Electric,Automatic,86605.38,2024-11-29,2024-12-02,Virginia,325.0,0,92.7,6.7,7,144.4,857
Tesla Model X,Long Range,Deep Blue Metallic,Electric,Automatic,92221.77,2025-09-27,2025-10-23,Virginia,316.6,0,82.0,8.5,7,164.3,577
Tesla Model S,Plaid,Solid Black,Electric,Automatic,99185.8,2024-11-02,2024-12-17,Washington,355.5,0,71.0,5.2,5,149.5,500
Tesla Model Y,Standard Range,Pearl White,Electric,Automatic,56130.48,2025-01-16,2025-02-02,Arizona,312.7,0,87.4,5.5,7,164.1,704
Tesla Model S,Long Range,Solid Black,Electric,Automatic,98386.13,2024-08-29,2024-09-21,Oregon,349.6,0,68.1,7.5,5,167.8,503
Tesla Roadster,Plaid,Pearl White,Electric,Automatic,217726.53,2025-02-03,2025-02-23,Illinois,485.4,0,62.2,10.8,5,157.7,501
Tesla Model Y,Performance,Red Multi-Coat,Electric,Automatic,56839.44,2024-07-22,2024-09-06,Illinois,299.4,0,79.0,2.4,7,142.3,697
Tesla Roadster,Plaid,Ultra Red,Electric,Automatic,223743.2,2024-08-29,2024-09-20,Washington,514.4,0,88.3,3.5,5,145.7,534
Tesla Model S,Performance,Solid Black,Electric,Automatic,124807.59,2024-11-06,2024-11-23,Maryland,339.4,0,70.4,2.5,5,148.6,494
Tesla Model 3,Long Range,Ultra Red,Electric,Automatic,44471.34,2026-01-31,2026-04-26,New Jersey,282.7,0,75.0,5.3,5,144.9,524
Tesla Roadster,Performance,Ultra Red,Electric,Automatic,202357.99,2024-11-24,2024-12-02,Colorado,462.1,0,77.9,7.6,5,156.5,542
Tesla Model S,Standard Range,Solid Black,Electric,Automatic,119390.75,2025-05-18,2025-06-24,Colorado,341.0,0,91.9,11.2,5,148.3,500
Tesla Model Y,Performance,Red Multi-Coat,Electric,Automatic,63900.22,2025-04-22,2025-06-14,California,300.3,0,71.0,7.1,7,147.7,633
Tesla Model Y,Standard Range,Midnight Silver Metallic,Electric,Automatic,47356.46,2025-04-16,2025-07-14,New Jersey,272.4,0,64.3,11.3,7,140.0,500
Tesla Model S,Plaid,Red Multi-Coat,Electric,Automatic,81417.71,2025-09-11,2025-11-30,Virginia,372.0,0,61.8,12.0,5,145.9,533
Tesla Model Y,Standard Range,Deep Blue Metallic,Electric,Automatic,63359.7,2024-04-16,2024-07-04,California,293.9,0,68.2,3.3,7,143.6,619
Tesla Model 3,Performance,Solid Black,Electric,Automatic,40685.81,2025-01-21,2025-03-25,Illinois,270.4,0,76.9,8.5,5,164.5,487
Tesla Model X,Long Range,Deep Blue Metallic,Electric,Automatic,137811.77,2024-04-24,2024-05-13,Texas,331.0,0,91.4,1.5,7,146.1,470
Tesla Model X,Performance,Solid Black,Electric,Automatic,104336.51,2025-05-05,2025-07-29,Connecticut,318.3,0,76.4,10.2,7,162.5,581
Tesla Model S,Long Range,Midnight Silver Metallic,Electric,Automatic,103349.98,2024-05-23,2024-07-07,Arizona,375.5,0,84.8,6.5,5,143.8,427
Tesla Cybertruck,Long Range,Ultra Red,Electric,Automatic,74446.45,2025-07-10,2025-09-13,New York,375.4,0,98.0,8.0,5,168.0,442
Tesla Cybertruck,Long Range,Stealth Grey,Electric,Automatic,50470.52,2026-03-18,2026-04-22,Florida,451.2,0,87.2,3.3,5,152.5,440
Tesla Model 3,Plaid,Deep Blue Metallic,Electric,Automatic,43618.06,2026-02-23,2026-05-07,Maryland,327.1,0,65.2,3.1,5,149.7,499
Tesla Model Y,Long Range,Stealth Grey,Electric,Automatic,55641.02,2025-11-20,2025-11-27,Arizona,328.3,0,90.1,8.4,7,167.2,691
Tesla Model X,Plaid,Pearl White,Electric,Automatic,101744.58,2025-12-26,2026-02-11,Washington,321.4,0,63.9,7.9,7,140.9,631
Tesla Model X,Standard Range,Red Multi-Coat,Electric,Automatic,122684.16,2026-02-21,2026-05-21,Nevada,306.7,0,98.5,7.2,7,157.6,715
Tesla Roadster,Performance,Stealth Grey,Electric,Automatic,222931.76,2024-08-08,2024-10-21,Texas,574.2,0,98.4,8.8,5,155.8,464
Tesla Roadster,Long Range,Deep Blue Metallic,Electric,Automatic,233764.26,2024-12-02,2025-02-28,Virginia,509.8,0,69.0,7.5,5,161.3,427
Tesla Cybertruck,Long Range,Ultra Red,Electric,Automatic,73722.11,2025-09-28,2025-10-11,Maryland,492.9,0,86.0,1.7,5,142.4,608
Tesla Model S,Performance,Ultra Red,Electric,Automatic,92463.4,2025-12-07,2026-02-10,New Jersey,348.2,0,62.5,2.1,5,161.0,430
Tesla Roadster,Standard Range,Stealth Grey,Electric,Automatic,214780.61,2024-07-04,2024-07-05,Washington,410.6,0,70.2,8.8,5,142.9,613
Tesla Model S,Performance,Midnight Silver Metallic,Electric,Automatic,83380.26,2024-06-24,2024-07-01,Texas,389.6,0,79.5,2.0,5,164.7,490
Tesla Roadster,Long Range,Ultra Red,Electric,Automatic,208140.31,2025-05-27,2025-08-12,Washington,566.9,0,97.5,9.7,5,153.3,615
